[UNK]
become
sugar
worried
freaky
cat
screaming
least
ear
tough
hmm
pistol
dime
coast
written
fix
mic
freedom
rush
weak
walls
pump
fallin
clip
park
mary
isnt
darlin
dancin
chains
shed
crime
killing
grand
memories
level
flame
bass
ol
happened
blowin
wings
drama
tall
rhyme
hoping
sent
daughter
sense
wonderful
ure
bob
pa
smoking
mack
dre
ain’t
x3
s
guys
blast
ti
steady
slip
feed
dying
prince
songs
j
100
buck
silly
hollywood
wrote
thatll
forth
fair
anyone
row
pockets
pimpin
dry
sippin
glow
drug
asking
wherever
human
cha
10
stage
naked
sounds
pum
pants
lovely
taught
mans
teach
roof
raised
paint
mountain
hat
race
lifes
rider
dah
cover
ahh
rappers
class
itll
dust
candy
begin
beats
turns
lane
screamin
ohhh
mmm
killed
birds
enemies
bound
bend
weight
rose
famous
bone
stack
glock
building
boogie
arm
sin
searching
quiet
chase
winter
soldier
prove
fighting
store
held
flying
suck
pac
fck
drugs
darkness
blowing
stronger
hungry
driving
cost
band
you’re
quite
deny
test
doo
pour
cream
busy
book
6
memory
liquor
bill
lit
kitchen
church
chicks
trick
standin
punk
pulled
hatin
filled
coke
spirit
fingers
within
truck
tongue
shakin
merry
hips
highway
dis
wondering
killin
folks
dangerous
bells
playa
bricks
silver
glory
funk
ends
rick
holy
deck
bite
lately
closed
thick
nose
moves
juice
food
extra
color
birthday
table
others
killer
20
shoulda
hangin
thugs
somehow
limit
holdin
ghost
anywhere
x4
outro
gas
sleeping
rocking
player
havin
worst
jumpin
faces
california
doors
angels
fools
build
action
swing
beside
beast
raw
lines
hill
havent
flowers
threw
pressure
ngga
message
dogs
clock
shoulder
paradise
ohoh
hanging
flight
plane
laid
lovers
letter
shouldve
plenty
golden
fore
cares
rough
leavin
jealous
i’ll
monkey
taken
rapper
knowing
foot
starts
speed
skies
seeing
pictures
bein
trunk
slowly
rip
purple
minaj
jeff
dare
list
grip
bullet
beauty
album
sorrow
secret
plans
desire
boat
usher
sht
lemme
jay
evening
spread
sand
rings
chrome
twist
thru
shadow
rule
ooooh
stress
given
kisses
ease
tune
shop
gives
x
toes
platinum
beg
whatcha
waist
twenty
stare
shouldnt
4x
yuh
wheel
sunday
leaves
forgot
mood
history
happens
shadows
serious
nation
shows
troubles
order
carter
bags
stuntin
sho
louis
fault
escape
bless
solo
sip
excuse
melody
du
blunt
worlds
grass
flo
sir
likes
greatest
drinking
mike
l
joe
heads
climb
wow
witness
dressed
breakin
windows
showed
records
champagne
celebrate
satisfied
private
babys
wed
stranger
nobodys
cell
fantasy
monster
gat
card
worse
return
owe
laughing
rihanna
missin
hits
brooklyn
banks
jet
fifty
smooth
grew
edge
cats
oo
birdman
fellas
coupe
bones
atb
strip
passion
mission
cute
bay
strapped
hoo
exactly
slave
nuttin
mistake
keeping
drinkin
mister
drum
drip
bb
bands
westside
view
ooo
mill
weather
romance
named
main
dip
vision
rhymes
lyin
tie
teeth
finish
crown
admit
wheres
touched
mall
lotta
grave
chillin
bullets
breeze
3x
search
court
motherfucking
mix
kissed
brick
ace
stunt
misery
headed
gangster
friday
dot
confused
spin
relax
mom
kush
betta
wishing
saved
pen
load
kissing
homey
halo
gods
cali
built
america
thunder
silence
london
mac
lived
dawg
wee
twisted
puttin
burnin
bunch
bills
shades
faster
falls
um
that’s
squad
hov
happiness
strap
sheets
promised
passed
knockin
fever
eight
dropped
bleed
suit
remind
model
fish
struggle
knife
flash
course
calm
nuts
mistakes
doggy
beyond
squeeze
split
rolls
orleans
fk
ye
quarter
nigger
cheese
zero
thrill
master
joint
dinner
calls
age
thangs
cloud
blew
blessed
praise
pleasure
plain
mami
destiny
babies
adore
remain
papa
naw
lonesome
faded
changing
yah
vibe
keepin
cocaine
bustin
shirt
kelly
hero
gunit
growing
date
turnin
swallow
prayer
brings
wheels
uptown
throwin
thanks
range
peep
minutes
louder
clown
attitude
toast
smack
listening
ears
difference
ba
tony
system
stopped
stood
stayed
questions
hotel
cook
askin
snap
person
married
slippin
serve
machine
muthafucka
minds
kno
gift
drown
addicted
spell
iâ€™m
hammer
ship
notice
k
duck
dancer
wood
reality
johnny
jigga
impossible
feds
throwing
president
cheat
page
neighborhood
everythings
cap
wise
winning
putting
decide
whoo
swim
rising
poison
lee
jackson
dum
claim
bell
beginning
whisper
wash
strength
mention
lifetime
grey
finna
bear
winner
underneath
shy
horse
creep
wiggle
swagger
singin
pink
noise
company
brains
whether
moved
frontin
camera
foreign
battle
wipe
bus
bury
beating
asleep
anytime
trapped
represent
ey
champion
30
wanting
signs
sellin
neva
names
disappear
choice
chasing
stole
shines
roc
mile
hug
hotter
drinks
dice
ceiling
thee
sat
hi
cock
bum
spinnin
sees
older
guilty
dey
charge
bobby
american
wrap
surprise
shooting
enjoy
bedroom
showin
island
claus
bodies
somebodys
mob
letting
knowin
hating
cards
staring
plug
numbers
kickin
grace
colors
careful
bop
7
won
therell
slap
passing
pair
nature
muthafuckin
fate
awake
aw
somethings
precious
match
di
deeper
balls
third
spoken
north
jus
hiding
mothers
matters
jungle
hallelujah
gots
blaze
apple
animal
distance
butt
weekend
ugly
tunechi
pole
nggas
mighty
coat
wassup
speaking
position
press
lied
hush
breaks
waves
washed
tender
st
ow
outlaw
miami
lesson
garden
force
dyin
chose
cheap
hittin
danger
crawl
surely
rappin
racks
pool
gangstas
gal
chips
blows
bars
bail
although
8
video
spray
soldiers
picked
joke
gates
expect
crank
broad
bentley
attack
aim
toe
theyve
roses
refuse
mark
eastside
blown
tricks
rub
hopin
fan
began
ak
yard
remix
lame
cherry
situation
flat
fail
doe
baddest
12
ticket
tape
pullin
kissin
join
hills
flows
boyfriend
bother
beyonce
automatic
yup
station
label
ciara
yayo
wicked
rainbow
freeze
finished
fears
selling
heavens
hahaha
forward
energy
yous
tease
ray
pieces
loneliness
dro
christ
hustler
chair
willing
often
grindin
below
whose
smart
shootin
sucker
sail
rum
prison
moonlight
jumping
certain
40
whistle
walks
tied
telephone
smiling
role
lloyd
inch
hed
grill
crash
burned
ayo
yep
truly
season
rolled
rims
ms
frame
dudes
billy
waited
rob
pure
leather
evry
drivin
code
wasted
triple
travel
heartbeat
freaks
fans
dad
boots
barely
starting
packed
enemy
echo
drove
yay
uncle
thin
rubber
release
honest
fa
drank
dr
cousin
bringing
steel
smash
shook
rep
pillow
major
jumped
further
focus
flag
conversation
bubble
bodys
y
throne
prechorus
praying
pounds
planet
natural
mane
heels
circle
cadillac
breakfast
bling
tells
steps
missed
jane
happening
hall
goodnight
gimmie
chocolate
biggest
beneath
tripping
trigger
stepped
sleepin
papers
ohhhh
heal
flames
eating
settle
saturday
numb
emotions
clique
add
throat
text
pill
pardon
millionaire
lap
coffee
art
able
stomach
size
field
fallen
chopper
texas
spinning
simply
shady
ross
regret
paris
messin
marry
legend
kings
desert
also
slick
runs
oooo
loaded
drippin
doll
months
ii
coz
begun
steppin
shower
leg
foolish
curse
crip
buried
vip
tick
riches
raining
pot
layin
i’ve
works
wearing
tour
stands
spring
smiles
realest
thirsty
spark
skinny
sacrifice
recognize
phantom
monday
wrapped
public
pow
og
oclock
note
path
dreamin
cus
chicken
btch
beam
bath
stank
shoe
pro
mayne
lazy
holler
cum
cries
bumpin
bro
begins
w
sack
mystery
losin
eagle
dee
copy
voices
secrets
nerve
hustlin
ego
atlanta
annie
traffic
thighs
mountains
laying
knee
james
hype
hiphop
fancy
ex
begging
background
‘em
queens
nothings
motion
facts
diddy
advice
rent
mutha
jimmy
brighter
wat
vain
stove
stones
silent
shore
shaking
pie
loc
complete
afford
sunny
seconds
partner
mouse
hardly
greedy
eatin
talked
sins
seats
panties
hee
flower
fed
couldve
bringin
whippin
souls
rida
projects
motha
hung
hopeless
dies
counting
bee
whoop
whips
strike
stories
sings
screen
nervous
meek
meaning
knocked
grows
flyin
drag
bangin
winds
tho
superstar
stoppin
proof
kicked
hah
guide
draw
casket
breathing
tracks
slim
seemed
seein
popping
lip
except
easily
answers
thinks
scratch
rat
plate
memphis
mansion
kingdom
killers
holiday
h
blocks
army
–
shinin
popped
models
ling
cruel
credit
bam
snake
kicks
daylight
willie
usually
thirty
sod
college
alot
watched
wasting
smoked
showing
mamas
lion
dash
damned
whiskey
stretch
stops
pills
panic
milk
messed
hater
erica
drops
chicago
yeh
stash
spending
roller
puff
lots
jewels
harm
blessing
aight
startin
sometime
section
papi
droppin
billion
valley
sweeter
shape
protect
plays
ought
holes
cast
surrender
shoulders
shade
fashion
den
common
whoever
twelve
suckers
sale
nuthin
liked
flex
devils
covered
chasin
vegas
spittin
rounds
opened
mask
mash
daddys
clue
cameras
wearin
studio
softly
jazzy
ignore
idea
heartbreak
eyed
especially
compare
chop
button
wishin
visit
square
rewind
patience
nope
movies
female
eve
direction
…
worked
won’t
sucka
stays
sang
map
hump
gain
fucker
drowning
diva
theyd
neighbors
disguise
vest
using
upside
touching
tone
suppose
success
pushing
melt
hail
froze
fortune
driver
comfortable
buddy
thuggin
stunna
scarface
reasons
reaching
prayin
ours
niggers
nanana
month
medicine
jones
goddamn
dippin
demon
daily
burns
agree
treated
there’s
strangers
shits
score
generation
dreamed
dam
cruise
clips
buzz
spoke
sipping
shared
paul
onto
mil
drums
dealer
circles
brotha
skirt
sean
loser
hottest
horny
henry
gin
gate
downtown
crooked
comfort
became
stopping
starin
religion
rains
ounce
mommy
mmh
hurting
gossip
gentle
ds
wouldve
wan
shock
revolution
naughty
march
hollow
happenin
favor
ella
ding
writing
sixteen
searchin
post
mixed
mc
lala
fightin
crossed
coulda
choke
belly
trash
thou
spendin
pulling
neyo
muthafuckas
moments
makaveli
knocking
hustla
habit
guard
georgia
focused
floating
feat
fcking
complain
trade
tellem
tail
slay
players
nas
hustlers
hooked
ending
broads
zoom
suicide
slang
sisters
rainy
patient
miracle
mines
homeboy
holds
french
folk
dizzy
changes
abuse
aaliyah
weary
waters
upset
sleeve
sink
promises
painted
pace
moms
martin
lamborghini
horses
gary
electric
couch
ashamed
wedding
warning
v
underground
treasure
speakers
refrão
nate
meat
material
liar
heading
def
captain
barbie
smith
rude
pouring
pops
pipe
mail
laughin
heavenly
eminem
crush
chevy
wa
thrown
swagg
smiled
lust
flesh
final
endless
dome
countin
brave
biggie
24
uhuh
recall
pause
oohh
ole
nut
ll
large
jordan
jewelry
indeed
gentlemen
dues
blazing
alley
wifey
wha
sweetest
spare
snatch
scary
philly
mud
i´m
gray
form
fathers
cuts
criminal
confusion
birth
base
youth
talks
suffer
palm
oughta
magazine
loyal
iron
important
guarantee
finest
fields
woods
trail
tpain
strings
stomp
southern
salute
que
letters
gypsy
flies
fist
fiend
classic
chronic
cage
bitter
victim
ups
turnt
torn
surprised
staying
shopping
seeds
seed
fading
distant
disrespect
dats
charm
board
amen
someones
millions
meal
laughter
jingle
flawless
flashing
fergie
don´t
cheek
believed
woulda
veins
titties
tables
sons
sally
rid
porsche
plastic
mrs
fuss
flew
excited
creepin
wonderin
weapon
sample
rope
journey
hella
fam
continue
concrete
affair
womans
william
suits
nick
max
louie
language
hearing
fucks
disease
cocked
buying
busta
45
runway
ringing
rebel
por
pistols
lower
leader
killa
jelly
it´s
innocent
granted
farewell
chances
bae
‘cause
weeks
security
satisfy
richard
resist
regular
preach
madness
lollipop
lo
honor
float
bold
beware
alicia
yellin
yell
understood
temptation
tank
suddenly
saint
sadness
rats
official
nails
moan
funeral
floss
fiends
deliver
damage
checkin
charlie
apologize
affection
woof
summers
slam
purpose
po
pimps
knowledge
gunna
fully
forty
dump
divine
corners
breathin
baller
ate
wore
troubled
tote
toss
status
saving
rocket
maybach
luv
hopped
hearted
enter
dealing
syrup
sunlight
stroke
southside
roam
preacher
missy
lifestyle
laughed
horn
himself
flavor
ferrari
el
buyin
beggin
backwards
sharp
sending
screw
risk
ringo
personal
oil
male
kim
hundreds
ecstasy
diss
castle
bucks
brian
angry
toys
thy
teacher
swinging
support
snoopy
snitch
skip
presence
prepared
peoples
ordinary
movement
lambo
lamb
kirk
itd
gutter
goons
fades
engine
embrace
due
cutie
butter
aww
ali
wack
undercover
summertime
starr
sam
pity
ohohoh
nightmare
mars
listenin
herself
globe
flippin
closet
appreciate
accept
16
wantin
string
slipping
shooter
seas
oohooh
lightning
lawyer
independent
figured
colder
candle
blink
bible
awhile
wire
tale
shelter
rag
maintain
incredible
disco
cookin
clubs
buh
blunts
trips
separate
prolly
pretending
pon
justin
jean
jaggerk
complicated
belt
visions
soda
signed
present
prayers
planned
payin
offer
fold
fi
false
daz
crystal
confess
beep
aside
allow
yonder
wishes
werent
ugh
tide
richards
rapping
rage
molly
loot
iii
gotti
effect
dimes
diggin
belongs
beatin
bathroom
bare
sunrise
spine
solid
singer
savage
san
rocafella
raps
peas
mamma
justice
jermaine
hopes
grinding
fifth
darkest
county
beyoncé
shoppin
selfish
rode
relationship
piano
nearly
moore
metal
mercedes
loco
kong
involved
heartache
demons
you’ll
waking
vocal
toy
tea
tales
spoon
spanish
shimmy
seek
scars
realized
piss
noone
mojo
loss
dun
definitely
competition
center
tuesday
trappin
stairs
rover
practice
pose
neither
lordy
gay
following
faithful
explode
ended
decided
cure
choir
booth
beer
straighten
spotlight
sooner
slipped
punch
positive
hurricane
gently
eternity
duckin
cindy
chilling
chief
catchin
candles
bull
ad
yer
wreck
violence
umbrella
tray
tonights
sudden
stayin
script
rocked
pony
microphone
lake
jerk
groupie
fought
exist
drake
dragon
cab
balling
aaah
weep
sprung
service
pumpin
oooooh
instrumental
grabbed
flexin
cotton
bleeding
zoo
younger
yeahyeah
yeahh
touchin
tik
superman
shells
robin
ridiculous
rico
patron
ourselves
nina
degree
caused
carpet
weeping
tattoos
sweetheart
sticks
pushin
peter
lace
friendly
dougie
danced
collar
clack
brag
among
alarm
yeezy
version
universe
sticky
shelf
sake
refrain
polo
lisa
hos
girlfriends
followed
designer
dealin
david
created
checks
books
blinded
bat
whyd
trace
tiny
sweatin
sway
surrounded
sum
starlight
sides
servin
rescue
heh
harlem
ham
glasses
getcha
fruit
flick
dub
decisions
believing
aha
rivers
reppin
project
prada
nod
league
khaled
juicy
international
gifts
evrybody
cheer
cd
catching
bowl
afternoon
warn
thief
she’s
reached
proper
paying
mmmm
maria
lighter
lettin
hypnotized
gentleman
farm
chosen
checking
cared
blessings
ashes
21
yeahhh
woohoo
wing
what’s
van
sober
sets
sauce
prayed
possible
physical
original
mississippi
makeup
leads
hitting
envy
dame
cudi
bombs
worldwide
understanding
tossed
tore
tom
tips
tattoo
swimming
suckas
stressin
sleigh
ron
hurtin
houston
frozen
forgotten
emergency
bg
15
worries
wears
wealth
trynna
tops
sexual
route
pearls
overseas
mothafucka
luh
learning
laughs
kicking
interlude
gyal
confidence
bush
bike
average
account
shotgun
penny
pale
os
noticed
messing
lullaby
jag
fairy
dedicated
cowards
breezy
borrow
blah
versace
tag
styles
struck
strikes
stolen
smilin
notes
nor
math
kurupt
jealousy
hunger
groovin
describe
bud
bleek
arent
trigga
towards
tipsy
supply
salt
retarded
replace
pad
nerves
led
leaf
jamaica
hoppin
hollygrove
hardest
group
doom
dolla
chuck
cheatin
cases
11
whatchu
tries
stripes
shift
rabbit
pinky
parking
parents
mug
mental
laws
latest
jive
jennifer
imagination
hesitate
giant
gather
crowded
connect
china
cane
bugatti
bond
bloody
argue
ahhh
unknown
tooth
thumbin
survivor
speakin
screams
puts
pressed
posted
phones
pat
let’s
lanes
june
holly
goldie
george
emotion
digits
crunk
cruisin
coffin
chickens
carried
bs
yknow
wisdom
weave
vacation
tap
society
shooters
se
riders
restless
provide
powder
nowadays
industry
inches
illusion
homiez
hennessy
helped
headin
eleven
diddley
deadly
daughters
barrel
bah
africa
tearing
sunset
sung
stormy
sparks
skrrt
reflection
rear
pharrell
parties
nite
neighbor
mula
knocks
jim
introduce
guaranteed
greater
grams
downs
doggone
depend
curb
closing
buttons
burden
buggin
boyz
blade
aka
unhappy
stacked
sinking
runaway
repeats
phresh
passin
ohohohoh
mothafuckin
lunch
lend
lbc
jiggy
jeep
guts
gurl
freeway
flood
curtains
cloudy
becomes
allright
z
violent
tires
stunting
steam
socks
scare
satisfaction
rollie
rack
pressurin
pitch
pissed
paranoid
needing
murdered
leaning
jersey
handsome
gram
glowing
fur
filthy
fence
fantasies
dropping
drifting
draws
drawers
dealers
crackin
compton
basement
aah
1st
17
tyga
tryina
stealing
speaks
sore
served
seasons
ruff
roads
puerto
picking
partners
odds
mae
kevin
jacket
husband
humble
homes
homeboys
hmmm
gaston
frown
foe
donâ€™t
december
dada
constant
appear
anger
weapons
virgin
suffering
stackin
shiny
ringin
purse
puffin
mink
jazz
honestly
hated
greed
goose
flowing
exit
er
echoes
dubs
connection
collect
central
bulletproof
brr
bouncing
bo
bloods
al
wut
witcha
watches
travelin
thriller
tennessee
supreme
sue
stevie
scheme
savior
revenge
remains
railroad
pourin
outlawz
office
marley
los
gudda
goal
dynamite
dial
bustas
bucket
belle
believer
1000
wen
voodoo
verso
trial
strawberry
solve
sneak
snakes
shattered
product
princess
mcknight
lou
jaw
houses
homicide
hidin
hidden
gloves
finding
expensive
erase
deuce
decision
breed
boulevard
banging
backseat
alcohol
wobble
wig
warrior
victory
unit
risin
prepare
pile
mode
lighters
jenny
inhale
health
gravity
dove
digital
definition
dang
covers
connected
cigarette
century
bodied
basic
wholl
villain
teardrops
spoonful
slangin
sigh
sailing
roots
punks
protection
plot
nickel
mj
marching
growin
government
glocks
gear
fourth
ford
elevator
creeping
conquer
command
cocky
chimney
cherish
butterflies
breakdown
bastard
artist
200
yacht
worship
wooh
whine
twitter
trickin
tomorrows
themselves
spots
rooms
lungs
jokes
hum
however
hm
franklin
fifteen
experience
english
cookie
conceal
biz
armada
wo
ties
steelo
sort
sentence
ruin
robbed
reindeer
reckless
rare
quicker
marie
maker
local
lack
ja
haze
gunshot
groovy
grade
foul
flyer
fella
everyones
eric
degrees
cheddar
btches
blazin
bandanna
ballers
x8
willow
tshirt
swore
suitcase
study
stoned
spirits
shabba
peel
patiently
mustve
kitty
jr
internet
inner
image
gorilla
fishin
dreamer
curve
cooking
consider
condition
byebye
bra
bouncin
bent
apes
2nd
25
wished
tu
tipdrill
teenage
tee
teachers
stereo
ricky
reminisce
razor
plant
parts
nuff
nikki
muscle
motor
mexico
mend
lessons
intentions
hearin
foolin
fog
foes
floatin
finesse
evenin
drought
create
constantly
avenue
approach
amnesia
wolf
whod
whispering
wander
te
slept
skate
scale
satan
sa
rubbin
reputation
rattle
quiero
profit
prize
powers
pin
pigs
pig
perhaps
obvious
muddy
morn
mayday
levels
konvict
indian
hospital
familiar
drives
dim
dances
cough
coaster
ceilings
border
blacks
aware
atl
aiyyo
80s
24s
yelling
watcha
substance
stressed
spaceship
soak
sleepy
seventeen
screwed
rio
pushed
nuh
menace
itself
highest
demand
conscience
bid
allowed
advance
aching
99
22
wax
warned
waits
unto
tippin
stripper
sneakers
shoutout
screamed
scarlet
prefer
partys
nicole
mannie
lunatic
licks
lac
kobe
july
ink
iced
henny
cuttin
condo
completely
clearly
chi
brush
backs
attraction
angeles
ambition
alabama
actually
wraith
tuck
tub
tempo
tan
swingin
sirens
sheep
reveal
quickly
prime
presidents
perfume
ova
necklace
moneys
miracles
lucy
log
ki
j5
issue
inspiration
inc
hugs
grain
goodness
gasoline
forest
dive
core
climbing
bark
3rd
y’all
x5
wouldn’t
willin
whipped
waving
vroom
vicious
va
tools
therefore
television
tax
sweetly
spiritual
rice
psycho
parade
officer
nike
mellow
longing
japan
i’d
hound
heroes
hahahaha
groupies
freakin
flyest
florida
express
exchange
evrything
equal
easier
duh
drift
deaf
cupid
coach
we’re
tickets
switching
stream
senses
rumors
pssy
porch
pages
needle
leading
jah
information
fires
dripping
dom
cups
crow
corn
cheating
bun
bruh
bridges
boi
bliss
blastin
behold
ak47
wound
twin
tragedy
tatted
stepping
sales
riot
racing
proceed
jock
jeezy
guest
fresher
flaws
figures
dose
destination
christian
bored
bm
betty
ben
beans
bandana
banana
asap
amount
911
writin
worthy
williams
whitney
undone
tock
tiger
stickin
spill
shuffle
romeo
rome
rights
rides
report
regrets
poppa
points
perfection
pedal
parked
oops
noble
miley
lipstick
kinds
karma
hers
hangover
grin
grief
grandma
gamble
fits
entertain
delicious
deepest
dealt
crashing
caddy
buss
amy
44
whipping
virginia
vibes
uzi
twerk
tend
stroll
splash
sour
softer
sideways
ships
shhh
retire
presidential
phony
passes
outchea
noon
mommas
measure
marks
lobby
legit
icy
horns
fights
empire
doop
destruction
dc
bees
bastards
awesome
arrest
appears
ahah
wrists
winnin
whore
whom
whered
upstairs
ull
tyson
touchdown
tool
tommy
texting
succeed
static
spoil
regardless
raah
penitentiary
palace
option
nana
nail
mona
meets
mcs
janet
horizon
helping
hasnt
general
frankie
fooled
fkin
earn
destroy
delight
cracks
cousins
cope
collide
cinderella
checked
busted
burnt
bumping
blades
beanie
area
187
wallet
turf
traveling
sweating
suga
streetz
source
sofa
shove
shoo
sharing
serving
samba
rudolph
rockstar
robbin
representin
